Date,Category,Amount,Time,City,Place,Budget
2023-01-07,Entertainment,13.359069755507846,20:00:00,Chicago,Gas Station,36
2023-01-07,Utilities,20.984306179345616,17:00:00,Phoenix,Gas Station,22
2023-01-07,Shopping,23.692332899977053,15:00:00,Los Angeles,Gas Station,111
2023-01-07,Healthcare,20.85684140594985,21:00:00,Phoenix,Park,73
2023-01-08,Food,19.421758588058797,11:00:00,Phoenix,Cinema,23
2023-01-08,Transport,18.494481522053555,22:00:00,Chicago,Grocery Store,8
2023-01-08,Entertainment,12.607390048162863,21:00:00,Houston,Park,32
2023-01-08,Utilities,16.400778958026457,08:00:00,Phoenix,Restaurant,86
2023-01-08,Shopping,17.696806145201062,18:00:00,Houston,Mall,19
2023-01-08,Healthcare,25.285611131094576,14:00:00,New York,Gas Station,68
2023-01-09,Food,21.71809144784231,08:00:00,Houston,Gym,48
2023-01-09,Transport,11.18479922318633,18:00:00,Los Angeles,Restaurant,19
2023-01-09,Entertainment,21.620419846973974,11:00:00,Los Angeles,Gas Station,15
2023-01-09,Utilities,18.074588597918417,15:00:00,Phoenix,Cinema,76
2023-01-09,Shopping,16.615389998470206,09:00:00,Houston,Restaurant,36
2023-01-09,Healthcare,23.05838144420434,13:00:00,Phoenix,Park,132
2023-01-10,Food,25.154997612479754,20:00:00,Chicago,Grocery Store,14
2023-01-10,Transport,24.656400595580994,13:00:00,Los Angeles,Mall,11
2023-01-10,Entertainment,15.803912383886807,19:00:00,Phoenix,Cinema,33
2023-01-10,Utilities,18.453938120743928,16:00:00,Chicago,Cinema,76
2023-01-10,Shopping,21.65631715701782,12:00:00,Phoenix,Gym,129
2023-01-10,Healthcare,24.877725635611796,17:00:00,Houston,Restaurant,112
2023-01-11,Food,17.60412881077355,11:00:00,Houston,Gym,24
2023-01-11,Transport,19.071705116680914,12:00:00,Houston,Grocery Store,7
2023-01-11,Entertainment,14.468325129969859,19:00:00,Houston,Gas Station,61
2023-01-11,Utilities,14.018966879596647,19:00:00,New York,Grocery Store,95
2023-01-11,Shopping,24.062629111970992,17:00:00,Chicago,Gas Station,29
2023-01-11,Healthcare,26.781200142854114,22:00:00,Chicago,Gym,184
2023-01-12,Food,19.63994939209833,18:00:00,Houston,Mall,12
2023-01-12,Transport,25.01766448946012,12:00:00,New York,Grocery Store,13
2023-01-12,Entertainment,21.80818012523817,15:00:00,Houston,Gym,55
2023-01-12,Utilities,16.77440122697438,17:00:00,New York,Restaurant,58
2023-01-12,Shopping,21.80697802754207,19:00:00,Houston,Gym,139
2023-01-12,Healthcare,27.690182832329846,15:00:00,Los Angeles,Gym,42
2023-01-13,Food,19.820869804450243,09:00:00,Los Angeles,Park,32
2023-01-13,Transport,27.82321827907003,14:00:00,Phoenix,Grocery Store,20
2023-01-13,Entertainment,6.901274479551278,15:00:00,Houston,Mall,23
2023-01-13,Utilities,24.10951252187612,18:00:00,Chicago,Mall,32
2023-01-13,Shopping,20.435235341190857,13:00:00,Phoenix,Park,60
2023-01-13,Healthcare,18.504963247670663,12:00:00,Los Angeles,Gas Station,83
2023-01-14,Food,20.45880388267751,18:00:00,Houston,Cinema,26
2023-01-14,Transport,10.062155426995536,16:00:00,Phoenix,Gas Station,10
2023-01-14,Entertainment,18.90164056081244,20:00:00,Houston,Mall,50
2023-01-14,Utilities,21.78556285755873,10:00:00,Los Angeles,Gym,84
2023-01-14,Shopping,27.38947022370758,19:00:00,Phoenix,Park,60
2023-01-14,Healthcare,17.40864890863176,20:00:00,Los Angeles,Restaurant,156
2023-01-15,Food,15.957531985534061,20:00:00,New York,Grocery Store,22
2023-01-15,Transport,17.491214782077318,17:00:00,Los Angeles,Grocery Store,12
2023-01-15,Entertainment,24.57701058851037,11:00:00,Houston,Grocery Store,69
2023-01-15,Utilities,21.643755548298422,16:00:00,Chicago,Gym,98
2023-01-15,Shopping,17.351198981164806,13:00:00,Los Angeles,Restaurant,53
2023-01-15,Healthcare,22.56633716556678,15:00:00,Chicago,Park,129
2023-01-16,Food,20.4853877467402,14:00:00,New York,Park,13
2023-01-16,Transport,24.843224952664446,18:00:00,Phoenix,Grocery Store,5
2023-01-16,Entertainment,16.489734530613237,09:00:00,Phoenix,Restaurant,38
2023-01-16,Utilities,18.361689267011158,10:00:00,Chicago,Restaurant,55
2023-01-16,Shopping,18.039459234339212,08:00:00,Phoenix,Restaurant,137
2023-01-16,Healthcare,12.682425259339407,16:00:00,Los Angeles,Mall,124
2023-01-17,Food,21.48060138532288,20:00:00,Chicago,Mall,19
2023-01-17,Transport,21.305276360899448,14:00:00,Houston,Grocery Store,8
2023-01-17,Entertainment,20.025567283212304,08:00:00,Los Angeles,Restaurant,34
2023-01-17,Utilities,18.827064333124266,10:00:00,Los Angeles,Cinema,94
2023-01-17,Shopping,12.92314628974793,11:00:00,Los Angeles,Restaurant,149
2023-01-17,Healthcare,17.896773386173205,11:00:00,Houston,Park,165
2023-01-18,Food,18.286427417366152,12:00:00,New York,Park,39
2023-01-18,Transport,15.988613653891905,21:00:00,Phoenix,Grocery Store,16
2023-01-18,Entertainment,19.193571441669953,10:00:00,Chicago,Cinema,62
2023-01-18,Utilities,22.020254284072692,10:00:00,New York,Restaurant,82
2023-01-18,Shopping,29.43092950605265,08:00:00,Chicago,Gas Station,93
2023-01-18,Healthcare,20.872889064159196,14:00:00,Phoenix,Cinema,44
2023-01-19,Food,21.28775195361382,18:00:00,Houston,Grocery Store,21
2023-01-19,Transport,19.627770421169163,17:00:00,Los Angeles,Park,15
2023-01-19,Entertainment,10.406143923504793,21:00:00,Los Angeles,Gas Station,23
2023-01-19,Utilities,19.867430622753915,08:00:00,Houston,Park,69
2023-01-19,Shopping,20.301151049705133,09:00:00,New York,Mall,98
2023-01-19,Healthcare,32.316210562426434,20:00:00,New York,Grocery Store,118
2023-01-20,Food,19.038195176094387,11:00:00,Chicago,Grocery Store,41
2023-01-20,Transport,21.507736711668063,20:00:00,Houston,Restaurant,21
2023-01-20,Entertainment,19.826441151473784,11:00:00,New York,Restaurant,28
2023-01-20,Utilities,14.156609811902339,12:00:00,Houston,Mall,20
2023-01-20,Shopping,25.714114072575104,18:00:00,Phoenix,Gas Station,34
2023-01-20,Healthcare,23.759665163433873,09:00:00,Los Angeles,Gym,91
2023-01-21,Food,23.955159735215233,11:00:00,Los Angeles,Cinema,14
2023-01-21,Transport,15.453062726026305,08:00:00,Los Angeles,Gym,9
2023-01-21,Entertainment,27.013971554680495,09:00:00,Houston,Gym,55
2023-01-21,Utilities,12.990744686038596,08:00:00,Houston,Grocery Store,38
2023-01-21,Shopping,22.934285469001352,17:00:00,Chicago,Cinema,32
2023-01-21,Healthcare,30.952278129049894,17:00:00,Los Angeles,Grocery Store,28
2023-01-22,Food,15.047318374346558,20:00:00,Chicago,Cinema,39
2023-01-22,Transport,17.16851135198614,11:00:00,Los Angeles,Park,22
2023-01-22,Entertainment,20.498256825438204,11:00:00,Chicago,Grocery Store,30
2023-01-22,Utilities,17.482621729419005,14:00:00,Chicago,Grocery Store,52
2023-01-22,Shopping,12.246682844669337,17:00:00,Phoenix,Grocery Store,139
2023-01-22,Healthcare,20.342814874030136,18:00:00,Chicago,Gas Station,33
2023-01-23,Food,14.688481431369475,18:00:00,Houston,Mall,10
2023-01-23,Transport,22.36796215317591,16:00:00,Chicago,Grocery Store,20
2023-01-23,Entertainment,15.402878828830985,16:00:00,Los Angeles,Restaurant,29
2023-01-23,Utilities,27.749672025087698,12:00:00,Chicago,Restaurant,66
2023-01-23,Shopping,16.083733538318814,17:00:00,New York,Cinema,23
2023-01-23,Healthcare,18.38969241897162,08:00:00,Los Angeles,Park,171
2023-01-24,Food,24.067586086848348,08:00:00,New York,Mall,24
2023-01-24,Transport,13.845678417830225,13:00:00,Los Angeles,Gas Station,23
2023-01-24,Entertainment,21.137299673020646,09:00:00,Houston,Cinema,22
2023-01-24,Utilities,26.53571377141214,15:00:00,Houston,Restaurant,53
2023-01-24,Shopping,11.962583827193862,20:00:00,Houston,Mall,139
2023-01-24,Healthcare,20.92316929266152,16:00:00,New York,Mall,46
2023-01-25,Food,21.299413971242117,20:00:00,Phoenix,Park,19
2023-01-25,Transport,23.90911435888655,11:00:00,Los Angeles,Mall,7
2023-01-25,Entertainment,13.81524644560959,12:00:00,Houston,Grocery Store,37
2023-01-25,Utilities,13.397716934578618,18:00:00,Los Angeles,Mall,91
2023-01-25,Shopping,22.60970782808449,15:00:00,New York,Park,32
2023-01-25,Healthcare,21.48492336616593,10:00:00,Phoenix,Cinema,87
2023-01-26,Food,21.252464251729382,12:00:00,New York,Park,23
2023-01-26,Transport,21.732241047484877,10:00:00,Los Angeles,Gas Station,14
2023-01-26,Entertainment,16.599876392107547,19:00:00,Phoenix,Park,43
2023-01-26,Utilities,21.161268485805017,17:00:00,Phoenix,Restaurant,84
2023-01-26,Shopping,21.465362366493405,10:00:00,New York,Grocery Store,77
2023-01-26,Healthcare,16.42824290986816,10:00:00,Houston,Restaurant,147
2023-01-27,Food,29.328872555723784,20:00:00,Los Angeles,Cinema,41
2023-01-27,Transport,22.36916460455894,19:00:00,Chicago,Gym,5
2023-01-27,Entertainment,14.043482513986756,14:00:00,Chicago,Cinema,63
2023-01-27,Utilities,23.28276804316915,22:00:00,New York,Grocery Store,83
2023-01-27,Shopping,15.126591648863393,14:00:00,Los Angeles,Mall,125
2023-01-27,Healthcare,23.93542301871226,14:00:00,Los Angeles,Park,32
2023-01-28,Food,25.79297789503702,17:00:00,New York,Gym,11
2023-01-28,Transport,15.896588408241447,15:00:00,Los Angeles,Grocery Store,23
2023-01-28,Entertainment,24.81688064622161,12:00:00,Houston,Restaurant,38
2023-01-28,Utilities,22.06390463468249,12:00:00,New York,Park,30
2023-01-28,Shopping,24.11030079997245,21:00:00,Houston,Cinema,24
2023-01-28,Healthcare,29.483964913269737,11:00:00,Los Angeles,Restaurant,29
2023-01-29,Food,18.773059419985646,14:00:00,New York,Grocery Store,36
2023-01-29,Transport,16.23131917821255,17:00:00,Los Angeles,Grocery Store,13
2023-01-29,Entertainment,15.552427851872384,11:00:00,New York,Cinema,66
2023-01-29,Utilities,15.920948575172808,22:00:00,Los Angeles,Gym,47
2023-01-29,Shopping,19.614491452929478,09:00:00,Houston,Cinema,74
2023-01-29,Healthcare,21.70575987408322,11:00:00,Houston,Mall,36
2023-01-30,Food,21.383453996650097,20:00:00,Los Angeles,Restaurant,40
2023-01-30,Transport,24.13591624518012,20:00:00,New York,Gym,16
2023-01-30,Entertainment,20.065009459389536,15:00:00,Chicago,Park,24
2023-01-30,Utilities,27.267670385786584,16:00:00,Houston,Gas Station,82
2023-01-30,Shopping,18.67671583381022,10:00:00,Houston,Mall,47
2023-01-30,Healthcare,33.600845832948096,14:00:00,Chicago,Gym,89
2023-01-31,Food,23.12833673882503,21:00:00,Los Angeles,Gas Station,49
2023-01-31,Transport,15.714212217918586,19:00:00,New York,Gas Station,16
2023-01-31,Entertainment,14.645537509694439,21:00:00,Los Angeles,Restaurant,67
2023-01-31,Utilities,22.412362076215928,16:00:00,Phoenix,Grocery Store,97
2023-01-31,Shopping,18.882686073370746,18:00:00,Houston,Park,128
2023-01-31,Healthcare,23.57000247046046,11:00:00,Phoenix,Cinema,93
2023-02-01,Food,22.366188122867726,17:00:00,Houston,Restaurant,29
2023-02-01,Transport,19.635855436715637,22:00:00,Houston,Mall,19
2023-02-01,Entertainment,15.766031409657975,10:00:00,Phoenix,Gas Station,45
2023-02-01,Utilities,12.425763876570677,12:00:00,Phoenix,Mall,26
2023-02-01,Shopping,17.767425239664895,08:00:00,Los Angeles,Gas Station,67
2023-02-01,Healthcare,24.28199397161736,10:00:00,Phoenix,Grocery Store,124
2023-02-02,Food,21.07046872065102,22:00:00,Los Angeles,Grocery Store,19
2023-02-02,Transport,13.77130610644006,15:00:00,Los Angeles,Park,14
2023-02-02,Entertainment,20.86590462925591,18:00:00,Los Angeles,Cinema,62
2023-02-02,Utilities,21.926586898644185,15:00:00,Houston,Park,58
2023-02-02,Shopping,15.580712818994336,22:00:00,Houston,Grocery Store,46
2023-02-02,Healthcare,20.76862552972764,20:00:00,Phoenix,Grocery Store,138
2023-02-03,Food,20.29104359223,11:00:00,Houston,Mall,12
2023-02-03,Transport,14.285148510846884,09:00:00,Phoenix,Grocery Store,22
2023-02-03,Entertainment,21.788936801741418,20:00:00,Houston,Gym,57
2023-02-03,Utilities,22.80392263184117,15:00:00,New York,Gas Station,98
2023-02-03,Shopping,25.415256215876383,15:00:00,New York,Restaurant,61
2023-02-03,Healthcare,25.269010260174515,17:00:00,Phoenix,Grocery Store,120
2023-02-04,Food,13.111653160214544,11:00:00,Houston,Park,21
2023-02-04,Transport,15.310874800424386,10:00:00,Houston,Cinema,8
2023-02-04,Entertainment,22.5751763360433,09:00:00,Los Angeles,Gas Station,61
2023-02-04,Utilities,22.568929754561044,16:00:00,Chicago,Gas Station,28
2023-02-04,Shopping,22.575238431530238,08:00:00,Phoenix,Cinema,115
2023-02-04,Healthcare,39.26365745327361,14:00:00,Chicago,Cinema,144
2023-02-05,Food,22.854452553465833,12:00:00,Chicago,Gas Station,37
2023-02-05,Transport,25.677828200902994,15:00:00,Phoenix,Gym,17
2023-02-05,Entertainment,24.770008817466014,11:00:00,Houston,Park,54
2023-02-05,Utilities,23.25695625652899,14:00:00,Phoenix,Gym,63
2023-02-05,Shopping,18.42365377679827,20:00:00,Chicago,Grocery Store,25
2023-02-05,Healthcare,23.794846102466337,12:00:00,Houston,Restaurant,41
2023-02-06,Food,16.13587392731214,22:00:00,New York,Cinema,27
2023-02-06,Transport,18.815906966299956,21:00:00,Phoenix,Park,11
2023-02-06,Entertainment,17.573182260854484,12:00:00,Phoenix,Cinema,64
2023-02-06,Utilities,20.409370696931614,21:00:00,Houston,Gym,91
2023-02-06,Shopping,31.573292833367542,16:00:00,New York,Mall,79
2023-02-06,Healthcare,10.66367403704126,16:00:00,New York,Grocery Store,49
2023-02-07,Food,23.43130095187257,20:00:00,Houston,Restaurant,48
2023-02-07,Transport,11.936420644051742,16:00:00,Los Angeles,Grocery Store,14
2023-02-07,Entertainment,17.640340671052833,19:00:00,Phoenix,Mall,57
2023-02-07,Utilities,25.444752984836832,13:00:00,Phoenix,Restaurant,76
2023-02-07,Shopping,20.321400095477316,13:00:00,Chicago,Mall,118
2023-02-07,Healthcare,14.611276110353469,12:00:00,Houston,Grocery Store,28
2023-02-08,Food,16.42348145370016,16:00:00,Chicago,Gym,40
2023-02-08,Transport,23.39798874467338,17:00:00,Chicago,Gas Station,11
2023-02-08,Entertainment,16.34816684141432,15:00:00,New York,Grocery Store,23
2023-02-08,Utilities,21.082292947909874,14:00:00,Phoenix,Grocery Store,32
2023-02-08,Shopping,20.22785919951907,14:00:00,Chicago,Grocery Store,140
2023-02-08,Healthcare,16.741998261970913,13:00:00,New York,Park,54
2023-02-09,Food,30.719720446626628,12:00:00,Houston,Mall,42
2023-02-09,Transport,23.169595111590056,20:00:00,Chicago,Mall,24
2023-02-09,Entertainment,9.874287066711965,11:00:00,Phoenix,Cinema,48
2023-02-09,Utilities,20.93227157384714,10:00:00,Chicago,Mall,54
2023-02-09,Shopping,16.69106767615806,10:00:00,Houston,Cinema,24
2023-02-09,Healthcare,24.26216667398112,13:00:00,Chicago,Park,139
2023-02-10,Food,16.037396307836495,22:00:00,Phoenix,Gym,41
2023-02-10,Transport,19.426317792665504,11:00:00,New York,Cinema,10
2023-02-10,Entertainment,22.524936394902287,19:00:00,Phoenix,Grocery Store,59
2023-02-10,Utilities,24.328775970850607,19:00:00,New York,Gym,51
2023-02-10,Shopping,13.998517964721119,13:00:00,Los Angeles,Gas Station,92
2023-02-10,Healthcare,18.327493820795258,10:00:00,Phoenix,Park,175
2023-02-11,Food,17.62527344419522,22:00:00,Phoenix,Mall,40
2023-02-11,Transport,16.73335383713144,11:00:00,Houston,Cinema,6
2023-02-11,Entertainment,28.827271201405484,22:00:00,Chicago,Grocery Store,29
2023-02-11,Utilities,22.024908554804778,16:00:00,New York,Restaurant,97
2023-02-11,Shopping,13.695580228324774,12:00:00,New York,Gas Station,116
2023-02-11,Healthcare,24.58930973527388,20:00:00,Houston,Restaurant,145
2023-02-12,Food,30.610780985063165,14:00:00,Houston,Gym,24
2023-02-12,Transport,25.162326302755734,17:00:00,Chicago,Mall,10
2023-02-12,Entertainment,12.403150170229933,09:00:00,Chicago,Restaurant,66
2023-02-12,Utilities,17.578829635668743,21:00:00,Phoenix,Gym,92
2023-02-12,Shopping,26.334555745933113,21:00:00,Los Angeles,Park,110
2023-02-12,Healthcare,16.461652671906094,12:00:00,Chicago,Gym,117
2023-02-13,Food,22.219097140731144,16:00:00,Houston,Gas Station,47
2023-02-13,Transport,23.873170267146683,18:00:00,Chicago,Gym,22
2023-02-13,Entertainment,15.365347642109585,10:00:00,New York,Gas Station,42
2023-02-13,Utilities,19.702373219691,21:00:00,Los Angeles,Gym,70
2023-02-13,Shopping,5.0,16:00:00,Phoenix,Grocery Store,82
2023-02-13,Healthcare,14.878061793328552,21:00:00,New York,Gym,142
2023-02-14,Food,18.7371592430342,18:00:00,New York,Cinema,15
2023-02-14,Transport,13.761084090175753,22:00:00,Los Angeles,Gym,18
2023-02-14,Entertainment,28.162056519658176,13:00:00,Phoenix,Grocery Store,42
2023-02-14,Utilities,12.849293110196836,11:00:00,Houston,Grocery Store,77
2023-02-14,Shopping,17.799777566515083,14:00:00,Phoenix,Park,97
2023-02-14,Healthcare,20.653702886430455,15:00:00,Chicago,Gas Station,32
2023-02-15,Food,27.206366445330577,13:00:00,New York,Mall,21
2023-02-15,Transport,12.820689244102804,12:00:00,Chicago,Restaurant,23
2023-02-15,Entertainment,25.815818760774796,13:00:00,Houston,Restaurant,33
2023-02-15,Utilities,20.051165305097935,12:00:00,Chicago,Gym,40
2023-02-15,Shopping,15.092456744760245,15:00:00,Phoenix,Park,131
2023-02-15,Healthcare,22.310517371316354,08:00:00,Chicago,Gym,43
2023-02-16,Food,20.99529847786735,18:00:00,Houston,Restaurant,35
2023-02-16,Transport,16.998915614206027,14:00:00,Houston,Gas Station,17
2023-02-16,Entertainment,20.349010424950094,22:00:00,Houston,Gas Station,42
2023-02-16,Utilities,18.0734320156912,17:00:00,Phoenix,Gas Station,48
2023-02-16,Shopping,20.56758672625624,17:00:00,Houston,Grocery Store,26
2023-02-16,Healthcare,23.310653372605234,18:00:00,New York,Mall,87
2023-02-17,Food,27.93008408072676,09:00:00,Houston,Park,38
2023-02-17,Transport,13.810922505865754,22:00:00,Chicago,Grocery Store,8
2023-02-17,Entertainment,30.665166873281333,21:00:00,Chicago,Mall,24
2023-02-17,Utilities,10.239561002387491,16:00:00,Chicago,Park,44
2023-02-17,Shopping,19.241074524822082,08:00:00,Phoenix,Park,76
2023-02-17,Healthcare,22.941586032422883,18:00:00,Chicago,Restaurant,130
2023-02-18,Food,21.404959338675162,17:00:00,Phoenix,Grocery Store,11
2023-02-18,Transport,16.88650240089703,13:00:00,Phoenix,Park,21
2023-02-18,Entertainment,18.959388748213623,16:00:00,Houston,Cinema,20
2023-02-18,Utilities,17.534995326705836,08:00:00,New York,Gas Station,45
2023-02-18,Shopping,17.053176215278942,11:00:00,Houston,Park,108
2023-02-18,Healthcare,24.248010485105123,11:00:00,Houston,Mall,46
2023-02-19,Food,21.785077429825236,22:00:00,Phoenix,Restaurant,34
2023-02-19,Transport,16.535452023696728,16:00:00,Phoenix,Gym,22
2023-02-19,Entertainment,24.497999377166252,18:00:00,Chicago,Gas Station,68
2023-02-19,Utilities,21.536497604383047,12:00:00,Chicago,Restaurant,20
2023-02-19,Shopping,24.0643105941948,12:00:00,Houston,Gym,112
2023-02-19,Healthcare,23.14814420961806,13:00:00,Los Angeles,Grocery Store,150
2023-02-20,Food,15.855024945389639,08:00:00,Los Angeles,Grocery Store,13
2023-02-20,Transport,17.199094799015153,08:00:00,Chicago,Park,13
2023-02-20,Entertainment,23.736468025616308,22:00:00,Los Angeles,Cinema,51
2023-02-20,Utilities,23.051851327167324,16:00:00,Chicago,Grocery Store,70
2023-02-20,Shopping,19.89549203017926,10:00:00,Phoenix,Park,24
2023-02-20,Healthcare,20.58663691654391,11:00:00,Houston,Gas Station,27
2023-02-21,Food,26.388324478942124,08:00:00,New York,Restaurant,47
2023-02-21,Transport,17.04214305582085,16:00:00,Houston,Grocery Store,22
2023-02-21,Entertainment,22.735486905850188,22:00:00,Chicago,Restaurant,33
2023-02-21,Utilities,18.98903673783053,15:00:00,Chicago,Restaurant,75
2023-02-21,Shopping,18.9115939838639,09:00:00,Houston,Cinema,112
2023-02-21,Healthcare,25.49388425993595,15:00:00,Chicago,Grocery Store,157
2023-02-22,Food,24.12708174494015,22:00:00,Los Angeles,Restaurant,47
2023-02-22,Transport,24.067548180003193,14:00:00,Los Angeles,Cinema,18
2023-02-22,Entertainment,26.527394035771646,18:00:00,Chicago,Cinema,63
2023-02-22,Utilities,20.105019208163796,13:00:00,Chicago,Grocery Store,60
2023-02-22,Shopping,23.40976485647482,08:00:00,Los Angeles,Cinema,92
2023-02-22,Healthcare,18.44866621703272,22:00:00,Chicago,Grocery Store,49
2023-02-23,Food,21.62083176244221,14:00:00,Chicago,Grocery Store,14
2023-02-23,Transport,19.349284728161578,17:00:00,Houston,Gym,11
2023-02-23,Entertainment,20.48497982496359,14:00:00,New York,Restaurant,33
2023-02-23,Utilities,22.97578512718457,20:00:00,Los Angeles,Mall,50
2023-02-23,Shopping,15.908896583832638,21:00:00,Houston,Grocery Store,32
2023-02-23,Healthcare,30.461936378427303,16:00:00,New York,Restaurant,67
2023-02-24,Food,14.96991309250149,08:00:00,Chicago,Gas Station,49
2023-02-24,Transport,13.92905693606134,09:00:00,Chicago,Cinema,10
2023-02-24,Entertainment,25.790554367500338,18:00:00,Houston,Park,52
2023-02-24,Utilities,23.95831346981468,16:00:00,Chicago,Grocery Store,60
2023-02-24,Shopping,23.120599085260775,20:00:00,Phoenix,Cinema,109
2023-02-24,Healthcare,23.1417275463214,16:00:00,Houston,Cinema,46
2023-02-25,Food,19.938766135765427,20:00:00,New York,Cinema,20
2023-02-25,Transport,15.513728142570843,13:00:00,Houston,Cinema,9
2023-02-25,Entertainment,20.37902279096863,13:00:00,Los Angeles,Cinema,31
2023-02-25,Utilities,16.61419144243944,11:00:00,Houston,Grocery Store,90
2023-02-25,Shopping,24.875598667088756,11:00:00,Chicago,Gas Station,56
2023-02-25,Healthcare,19.264713092489306,12:00:00,Chicago,Mall,98
2023-02-26,Food,15.872514016037442,10:00:00,Phoenix,Gym,22
2023-02-26,Transport,18.393070791735035,08:00:00,Phoenix,Cinema,15
2023-02-26,Entertainment,22.06465727137812,22:00:00,Phoenix,Cinema,59
2023-02-26,Utilities,17.181377235980126,08:00:00,New York,Gym,43
2023-02-26,Shopping,15.888898022167844,19:00:00,Phoenix,Gas Station,82
2023-02-26,Healthcare,21.218436057459563,22:00:00,New York,Gas Station,23
2023-02-27,Food,21.224832855543614,20:00:00,Phoenix,Grocery Store,27
2023-02-27,Transport,17.46528412314435,14:00:00,New York,Restaurant,15
2023-02-27,Entertainment,17.644808471908387,08:00:00,Houston,Park,30
2023-02-27,Utilities,21.16024968678818,08:00:00,Houston,Park,52
2023-02-27,Shopping,12.759578292513378,10:00:00,Chicago,Restaurant,102
2023-02-27,Healthcare,12.962681128117223,17:00:00,New York,Grocery Store,122
2023-02-28,Food,16.40777889373782,22:00:00,Los Angeles,Park,19
2023-02-28,Transport,18.932764241440765,11:00:00,Chicago,Gas Station,13
2023-02-28,Entertainment,21.554537827990025,11:00:00,Houston,Gym,45
2023-02-28,Utilities,27.376781084747762,09:00:00,New York,Restaurant,47
2023-02-28,Shopping,24.288298116010097,08:00:00,Phoenix,Gas Station,69
2023-02-28,Healthcare,19.200307350182864,10:00:00,Los Angeles,Mall,150
2023-03-01,Food,19.904918960486555,18:00:00,Houston,Grocery Store,23
2023-03-01,Transport,14.987353176810956,11:00:00,Chicago,Restaurant,19
2023-03-01,Entertainment,19.90743432003805,10:00:00,New York,Park,16
2023-03-01,Utilities,18.55670680539931,15:00:00,Los Angeles,Grocery Store,43
2023-03-01,Shopping,21.613592801690448,21:00:00,New York,Gym,73
2023-03-01,Healthcare,15.863845282238385,17:00:00,Phoenix,Grocery Store,119
2023-03-02,Food,22.596732571205862,08:00:00,Chicago,Grocery Store,33
2023-03-02,Transport,27.66369456501289,21:00:00,New York,Gym,9
2023-03-02,Entertainment,19.456199257715713,09:00:00,Houston,Cinema,52
2023-03-02,Utilities,22.008558610494706,20:00:00,Chicago,Gym,58
2023-03-02,Shopping,23.450719958555563,14:00:00,Houston,Gas Station,35
2023-03-02,Healthcare,17.993897640570818,11:00:00,New York,Grocery Store,84
2023-03-03,Food,21.120462409052084,15:00:00,Chicago,Gym,13
2023-03-03,Transport,20.062962003908975,18:00:00,Houston,Cinema,5
